____,0.002174208986482434
_____,0.040670646368839214
______,0.04095441603911098
_________,0.020343455383756908
____________________________________,0.0012403489512946737
_____________________________________,0.0016680047112203847
__________________________________________________________________,0.002417711716843723
____insert,-0.00014645247404851622
_a,-0.0011179064655898031
_absolute,-0.0002773147637089581
_am_,-0.027117419872939214
_and_,-0.0015805415630454093
_angel_,0.0
_annie_,-0.0002773147637089581
_any_,-0.007996600754620865
_anything_,0.0050682429772075455
_apocalyptically,-0.01938167911466862
_as,-0.007593829873566215
_atlantis_,-0.00014357273894240392
_atlantis_the_lost_empire_,-0.00014357273894240392
_attack,-0.0041479637147360275
_before_,-0.0015805415630454093
_blair,-0.013267481907647607
_both_,0.005266998702102984
_bounce_,-0.0015805415630454093
_by,0.006782487634931377
_cannon_,-0.0015805415630454093
_cant_,-0.00417278730859411
_certainly_,-0.0015805415630454093
_could,0.0
_cruel,0.0
_dirty,-0.0002773147637089581
_discuss_,0.02303705958328953
_discussing_,0.02303705958328953
_do_,-0.0015805415630454093
_dr,-0.007428100902712996
_dying,-0.0053107090698390974
_earned_,0.0
_everything_,-0.0021341621780816334
_ex_executives,-0.003166511811379517
_extremeley_,0.0059794273598522685
_extremely_,-4.5916099142583526e-05
_film_,-0.0005402847769447982
_get_,0.0
_have_,0.0
_i,0.006974406172689457
_i_,-0.0005004341129503467
_innerly,0.0017231334323942298
_inside_,-0.005210771181510124
_inspire_,-0.0005940916131472983
_is_,-0.01600900177372865
_les,0.002254514695162839
_love_,-0.030235313840286392
_magic_,0.004406100626597309
_much_,0.016244771475741403
_mystery,0.012470933130462634
_napolean,-0.0002773147637089581
_new,-0.000496677739337511
_night,0.013952668378204195
_not_,6.45490656282001e-06
_obviously_,-4.5916099142583526e-05
_other_,0.0004955930439013613
_penetrate_,-0.0015805415630454093
_plan,-0.005410095338903876
_possible_,-0.0002773147637089581
_real_,-0.010014733656884912
_really_is_,0.006310480682679209
_shall,0.006685716049814446
_shock,-0.0002773147637089581
_so_,-0.01221241246801056
_so_much_,0.0
_somewhere_,-0.012727896551589707
_spiritited,0.012813738092286356
_spoiler_,-0.010386798847363455
_starstruck_,-0.0002773147637089581
_strictly,0.006685716049814446
_sung_,0.02303705958328953
_the,0.0007863085748569065
_the_,0.00015549696364627698
_theres_,0.0
_they_,0.0
_think_,-0.0027325106880203972
_told_,-0.0015805415630454093
_toy,0.012813738092286356
_tried,0.03357018305196936
_twice_,0.012813738092286356
_undertow_,-0.0041479637147360275
_very_,-9.276608461789465e-05
_voice_,0.008528359585188987
_want_,-0.0005004341129503467
_waterdance_,0.004511580776687775
_well_,-0.0030707851247007145
_weve,0.01974309531506603
_whale_,-0.0015805415630454093
_worst_cases_of_nepotism,-0.00040639854250831007
_wrong_,0.0
_x,-0.02563420992710853
aa,-0.034332018010881704
aaa,-0.004944628119318264
aaaaaaah,0.0
aaaaah,0.0
aaaaatch,0.021353754293848247
aaaahhhhhhh,0.0
aaaand,0.02969967555012301
aaaarrgh,-0.0011888559405873623
aaah,0.0
aaargh,-0.03622467273872638
aaaugh,-5.3459718139131126e-05
aaawwwwnnn,-0.0007830039672749537
aachen,0.0
aada,0.003524783149338907
aadha,0.004497582828422634
aadmittedly,-0.00400784330664943
aag,-0.008087981069170191
aage,0.0
aaghh,-0.006220773652877528
aah,-0.0015805415630454093
aahhh,-0.003428255989711431
aaip,-0.02255827710499999
aaja,-0.00027141722301476554
aakash,-0.008041587815217332
aaker,0.0039049949320466163
aakrosh,0.0
aames,0.01973970237684505
aamess,0.004521648574413361
aamir,-0.0067912217578359226
aan,0.00519097524198864
aankh,-0.000515891079916362
aankhen,0.0029594133395374495
aap,-5.503171601728943e-05
aapke,-0.004577640365295165
aapkey,0.003547128068090786
aardman,-0.0333342197654176
aardmans,-0.0029390586418984875
aardvarks,0.004956630672062141
aargh,-0.006745824938521536
aaron,-0.06833345475553436
aarons,0.011057734508848166
aarp,-0.008526311989769168
aarrrgh,0.00033025384324885206
aatish,0.0010914741853038658
aauugghh,-0.0003011715538746863
aavjo,0.0010914741853038658
aaww,0.00024641049993960997
ab,-0.003025051567890901
aback,-0.006055397887260278
abadi,0.007325250714482044
abahy,0.01282313792573975
abanazer,-0.01052173340200265
abandon,-0.024308536284592393
abandoned,0.1514560778677202
abandoning,0.01490918069932325
abandonment,-0.01120188501232837
abandons,-0.04092800983139394
abanks,0.0006771258061783293
abas,0.0
abashed,-0.03371980605571805
abashidze,0.0
abatement,0.00037937363000843536
abating,0.003152261334807602
abattoirs,-0.008382196730330976
abba,0.0
abbad,0.000576120658766929
abbas,0.06466617735542274
abbasi,0.0
abbey,0.026392382670142676
abbeys,0.0008877930415145491
abbie,0.0
abbot,0.0352868566998152
abbots,0.0018768879825081279
abbott,-0.021676283319072683
abbotts,0.002148025283063871
abbottwe,0.0
abbreviated,0.024723445376615756
abbu,0.0
abby,-0.015162784876788026
abbys,0.00792398805346476
abc,0.12201602080766767
abccom,0.0007117096809761138
abcd,-0.004286316891996817
abcs,0.004374470031455863
abcwe,0.010115118349943676
abdic,-0.007006486848421856
abdicates,-0.011781352772458925
abdicating,0.00932665983417717
abdomen,0.0
abdominal,0.0012240024830142994
abdu,-0.0031903121053954123
abduct,-0.02070793705494624
abducted,-0.0751409514706495
abductee,-0.015343292931025905
abducting,0.0015741508745018928
abduction,0.011381290472725077
abductions,-0.011231879370627895
abductor,0.004754688260879439
abductors,0.004947115530199452
abducts,-0.010881943764987646
abdul,-0.009430472546333666
abdullah,-0.009940152420725327
abe,-0.05072369849277527
abel,0.0035203716999745484
abercrombie,-0.002751623981483827
abernathy,0.0
aberrant,0.0006036839563124686
aberration,0.01161428812221939
aberrations,0.004502230582966419
aberystwyth,0.0
abets,0.0001938711218576315
abetted,0.024359422316456207
abetting,-0.0007398779332811153
abeyance,0.0003646421015420506
abgail,0.00594587238084216
abhay,0.0655510648218613
abhays,0.014491658724211189
abhi,0.008022365977761552
abhijeet,0.0
abhijeetrehan,0.0024676728613165105
abhimaan,0.00519097524198864
abhisheh,0.0
abhishek,-0.006061222902627162
abhor,0.0024441075347060044
abhorrence,-0.021487939454817268
abhorrent,-0.06273126288281496
abhors,0.0009056033193696092
abi,0.0058413439894698296
abide,-0.0019573398017023224
abides,8.02597048721537e-05
abiding,-0.039226968832007096
abigail,-0.019175527714891036
abigails,0.013904968114131687
abigil,0.00594587238084216
abilities,0.04318642673853316
abilitiesput,0.0
abilitiesyou,0.0028245130410791777
ability,-0.15769764445695106
abilityof,0.0
abishai,0.0037543389719470214
abisheks,-0.0006101462552781616
abject,0.0018947372410529828
abjectly,0.0
abkani,0.0
ablaze,0.002298982223758926
ablazeso,-0.0001579148868122044
able,0.1936545784299166
ableand,-0.004390343493186697
ably,0.009786284705470098
abm,-0.03123038813202034
abner,0.0
abnormal,-0.017654766638512915
abnormality,0.010762377821204941
abnormally,-0.0021272618123612547
abo,0.01915424246623954
aboard,0.008743504006230881
abode,-0.008392673389991164
abodes,-0.009714097465167904
abolish,0.0025359414037444926
abolished,0.02001614090953702
abolition,0.0027236472687763454
abolitionism,0.0
abolitionists,-0.0047259128611334125
abominable,-0.0058558399519445916
abominably,-0.0005373091424226781
abomination,-0.11829995034443756
abominationits,-0.0030615558237282073
abominations,-0.016281948503248968
abominator,0.0
abominibal,-0.016230191410951954
aboooot,0.0
aborigin,0.0005686861588446464
aboriginal,0.01668481206410514
aboriginals,0.008671301523342667
aborigine,-0.005343779491861746
aborigines,0.019564127897674633
aboriginies,0.005236254967960898
aborigins,0.0005686861588446464
aborigone,0.005236254967960898
abort,-0.0029707078016176732
aborted,0.03609685450442445
aborting,-0.001269264582253159
abortion,-0.060826694816681896
abortionist,0.0
